id,Composer,Title,Publisher,Comment,OCLC,Classification
18,"Schubert, Franz, 1797-1828.","Trio no. 2 in B flat major, for violin, viola, and cello ","International Music Company, New York City, .", Three parts.,1608717,S38 3tet Bb-Maj
722,"Schubert, Franz, 1797-1828.","Trios für Klavier, Violine und Violoncello ","G. Henle Verlag, Munchen, ."," Score and two parts. Good condition. Some bowmarkings in cello part. Franz Schubert ; nach Eigenschriften und Erstausgaben herausgegeben von Eva Badura-Skoda ; Fingersatz der Klavierstimme von Hans-Martin Theopold. Preface in German, English, and French.",1173271,S38 3tet Klav H46
734,"Schubert, Franz, 1797-1828.","Trios, Op. 99, 100 / Trios für Klavier, Violine und Violoncello : D. 471, 581 [i.e. D. 898, 929] (Opus 99, 100) ","C. F. Peters, New York, .", Score and two parts. Good aged condition. Slight yellowing of the paper. Minor tear on the cover at the binding.,20243949,S38 3tet op. 99
743,"Schubert, Franz, 1797-1828.","Trout-quintet : in A major, opus 114 : for piano, violin, viola, cello and bass (or 2nd cello) ","International Music Company, New York City, ."," Piano score only; string parts are missing.  Score is in good aged condition. Paper is yellowing. ""In the absence of a String Bass the Cello II part is to be used.""",2365606,S38 4tet op. 114
458,"Schubert, Franz, 1808-1878.",The bee =(L'abeille) for cello and piano,"International Music Company, New York City, .", Score and part in paper sleeve. Very good condition. No bowmarkings. Transcribed by Pablo Casals.,2126207,S38 2tet Bee
29,"Schulhoff, Ervín, 1894-1942.",Duo für Violine und Violoncello = for violin and cello = pour violon et violoncelle,"Universal Edition, , 1993."," Two parts. Excellent condition, no bowmarkings.",30802711,S386 2tet
1053,"Schulhoff, Ervín, 1894-1942.",Streichquartett no. 1 (1924) ,"Universal Edition, Wien, .", Photocopies of parts are stored in a file folder. No originals. Filed with item #1054 (score). Erwin Schulhoff.,36537994,S386 4tet no. 1
659,"Schulhoff, Ervín, 1894-1942.",Streichquartett no. 1 = string quartet = quatuor à cordes ,"Universal Edition, Wien, ."," 32 pages of music. Mini score. Excellent condition. Pref. in German, English, and French.",34598810,S386 4tet no. 1
1054,"Schulhoff, Ervín, 1894-1942.",Streichquartett no. 1 = String quartet no. 1 = Quatuor à cordes no. 1 ,"Universal Edition, Wien, .", Photocopies of score are stored in a file folder. No originals. Filed with item #1053 (parts). Erwin Schulhoff.,64047536,S386 4tet no. 1
88,"Schulhoff, Ervín, 1894-1942.",Streichquartett no. 1 =String quartet = Quatuor à cordes ,"Universal-Edition, , 1925.", Four parts in paper sleeve. No bowmarkings. Excellent condition.,18437663,S386 4tet no. 1
112,"Schuman, William, 1910-1992.",A song of Orpheus;fantasy for cello and orchestra,"Merion Music, Inc., Bryn Mawr, Pennsylvania, 1963."," One study score. 31 pages. Theodore Presser Company, Sole Representative. Based upon the composer's song, Orpheus with his lute. Stamped ""Reference Copy.""",275115,S3862 ENS Song
107,"Schumann, Robert, 1810-1856.",Adagio & allegro :op. 70 for horn (or cello or viola) and piano ,"International Music Company, New York City, 1952."," Piano score and cello part. Fair condition. Cello part is yellowing and becoming brittle, has heavy bowmarkings.",9625148,S3863 2tet ADA op. 70
362,"Schumann, Robert, 1810-1856.","Adagio & allegro for horn (or cello or viola) and piano, opus 70","International Music Company, New York City, .", Score only: three parts are missing. Fair condition. Some seperation of music from binding. [Edited by Isidore Philipp].,14415824,S3863 2tet ADA op. 70
878,"Schumann, Robert, 1810-1856.","Andante und Variationen für zwei Klaviere, zwei Violoncelli und Horn, Opus 46 ","Verlag Walter Wollenweber, München-Gräfelfing, ."," Five parts in paper sleeve. Good condition. Some bowmarkings in cello part. Robert Schumann ; Originalfassung. ""Unbekannte Werke der Klassik und Romantik ; 11""",2812372,S3863 5tet ADA op. 46
116,"Schumann, Robert, 1810-1856.",Concerto for violoncello and orchestra A minor :op. 129 = a-Moll = La mineur ,"Ernst Eulenburg Ltd., London, 1971."," One study score, 92 pages. Poor condition. Water damage to lower half of the entire score. Pref. by Eric Sams in English with German translation. Edited by Max Hochkofler.",11810319,S3863 ENS CON op. 129
485,"Schumann, Robert, 1810-1856.","Concerto in A minor, op. 129 for cello and piano","International Music Company, New York City, ."," Score and part. Worn, unusable condition. Paper is yellowed and very tattered for both score and part. Failing tape repairs. Heavy bowmarkings and notations. [Edited by J. Stutschewsky].",18429597,S3863 2tet CON op. 129
529,"Schumann, Robert, 1810-1856.","Concerto in A minor--opus 129, for cello and piano ","International Music Company, New York City, ."," Score and part. Good condition. Some light bowmarking in cello part. Schumann ; with two cadenzas, edited by Leonard Rose.",22495130,S3863 2tet CON op. 129
727,"Schumann, Robert, 1810-1856.","Fantasiestücke für Klavier, Violine und Violoncello opus 88","C. F. Peters Corporation, Frankfurt, .", Score and two parts. Very good condition. Robert Schumann. Hrsg. Von Alfred Dörffel,835864033,S3863 3tet op. 88
470,"Schumann, Robert, 1810-1856.","Fantasy pieces :op. 73, for cello and piano ","International Music Company, New York City, .", Score and part. Used condition. Heavy bowmarkings and some tearing on the cello part. [edited by] Gruetzmacher.,13418735,S3863 2tet Fant op. 73
553,"Schumann, Robert, 1810-1856.","Fantasy pieces :op. 73, for cello and piano ","International Music Company, New York City, ."," Score and part. Poor aged condition. Paper of both score and part are tattered, yellowed and torn at the crease. Cover is stained and tattered at the crease. Schumann ; [edited by] Gruetzmacher.",13418735,S3863 2tet Fant op. 73
334,"Schumann, Robert, 1810-1856.","Five pieces in folk style :for cello and piano, op. 102 ","International Music Company, New York City, .", Score only. Cello part missing. Very good condition. Piano part edited by Isidor Philipp ; cello part edited by Charles Davidoff.,2126303,S3863 2tet Five op. 102
319,"Schumann, Robert, 1810-1856.","Five pieces in folk style :for cello and piano, op. 102 ","International Music Company, New York City, .", Score and part. Good condition. No bowmarkings. Piano part edited by Isidor Philipp ; cello part edited by Charles Davidoff.,2126303,S3863 2tet Five op. 102
1225,"Schumann, Robert, 1810-1856.",Fünf Stücke im Volkston : für Violoncell (ad libitum Violine) und Pianoforte ,"Breitkopf, Leipzig, ."," Photocopy of 17 page score only, stored in a three-ring binder. No originals. No cello part. Binder also houses catalog item #1226.",,S3863 2tet Funf op. 102
1232,"Schumann, Robert, 1810-1856.","Klavier-Quartett für Klavier, Violine, Viola und Violoncello, opus 47 ","C.F. Peters, Frankfurt, .", Score and two parts. Violin part is missing. Score and other parts in used condition. Cover of score is tearing at the crease.  Parts are bowmarked and tattereing. Robert Schumann ; herausgegeben von Alfred Dörffel.,60815802,S3863 4tet op. 47 P48
1233,"Schumann, Robert, 1810-1856.","Klavier-Quartett für Klavier, Violine, Viola und Violoncello, opus 47 ","C.F. Peters, Frankfurt, .", Score and three partws. Excellent condition. Robert Schumann ; herausgegeben von Alfred Dörffel.,60815802,S3863 4tet op. 47 P48
759,"Schumann, Robert, 1810-1856.","Klavier-Quintett : für Klavier, 2 Violinen, Viola, und Violoncello, opus 44 ","C. F. Peters, Frankfurt, .", Score and four parts. Some bowmarkings. Good condition.,148455696,S3863 5tet op. 44 P48
1234,"Schumann, Robert, 1810-1856.","Quartet in E flat major : opus 47 : for piano, violin, viola and cello ","International Music Co., New York City, .", Score and three parts in paper sleeve. Very good condition. Duplicate of score is filed with this item.,2336460,S3863 4tet op. 47 I5
71,"Schumann, Robert, 1810-1856.","Quartets, opus 41 for two violins, viola and cello ","International Music Company, New York City, ."," Four parts in paper sleeve. Excellent condition. One extra part for 'cello is also included, from an older C.F. Peters edition.",3399900,S3863 4tet op. 41
761,"Schumann, Robert, 1810-1856.","Quintet in E flat major--op. 44 : for piano, two violins, viola and cello ","Belwin Mills Pub. Corp., Melville, N.Y., .", Score and four parts. Used condition. Cello part is heavily bowmarked and used. Other parts in good condition. Cover of score is starting to tear slightly at the crease.,7385911,S3863 5tet op. 44 B45
760,"Schumann, Robert, 1810-1856.","Quintet, opus 44, for piano, two violins, viola and cello ","International Music Company, New York City, .", Score and four parts in paper sleeve. Excellent condition. No bowmarkings.,3560390,S3863 5tet op. 44 I5
706,"Schumann, Robert, 1810-1856.","Trios, für Klavier, Violine und Violoncello. Opus 63, 80, 110","C. F. Peters, Frankfurt, .", Score and two parts. Worn condition. Back cover and pages missing off the score. Violin and violoncello part are in good condition. Revidiert von Alfred Dörffel.,272208,S3863 3tet op. 63
733,"Schumann, Robert, 1810-1856.","Trios, für Klavier, Violine und Violoncello. Opus 63, 80, 110","C. F. Peters, Frankfurt, .", Score and two parts. Used condition. Cover is tearing at the binding and is held on with scotch tape.  Cello part has heavy bowmarkings. Revidiert von Alfred Dörffel.,272208,S3863 3tet op. 63
110,"Schwarz, Gerard, 1947-.",Song,", , 2009.", Self published and tape-bound score.,,S39 2tet Song
919,"Schwarz, Gerard, 1947-.","Trio : for horn, violin and piano : June 2010 ",", , ."," 31 page score only. Parts are missing. Appears to be a reproduction copy, or a copy made by Schwarz directly fore SCMS. Dedicated to Glayds Rubinstein and the late Sam Rubinstein; Commissioned by the Seattle Chamber Music Society Commissioning Club.",876301280,S39 3tet
696,"Schwarz, Gerard, 1947-.","Trio for horn, violin and piano (2010) ",", , .", Piano score only.  Horn and violin part missing.  Score appears to be self-published.  Excellent condition.,,S39 3tet
455,"Scriabin, Aleksandr Nikolayevich, 1872-1915.","Poem :opus 32, no. 1 ","International Music Company, New York City, .", Score and part in paper sleeve. Very good condition. No bowmarkings. Transcribed for cello and piano by Gregor Piatigorsky.,271756076,S395 2tet op. 32
404,"Servais, Adrien-François, 1807-1866.","Six caprices :for cello solo, with 2nd cello ad Libitum, op. 11 ","International Music Company, New York City, .", Two cello parts. Used condition. 2nd cello part is stained. Paper is yellowing. Cover is tearing at the binding. Revised by Hugo Becker.,22198226,S4 SOLO CAP op. 11
411,"Servais, Adrien-François, 1807-1866.",Souvenir de Spa :opus 2 : for cello and piano ,"International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. [edited by] Nathan Stutch.,9891013,S4 2tet Souv
292,"Sevcík, O. 1852-1934.",40 [i.e. Vierzig] Variationen :Op. 3 = 40 Variations : op. 3 ,"Bosworth & Co., , ."," 18 page book. Poor condition. Completely missing the cover, and possibly one of the back pages. Für Violoncello übertragen von L.R. Feuillard.",23531115,S4 SOLO VAR op. 3
365,"Sevcík, O. 1852-1934.","40 Variationen, op. 3 =40 variations, op. 3 = 40 variací, op. 3 = 40 variatsii, op. 3 ","Bosworth & Co. Ltd., London, .", 19 pages of music. Good condition. No bowmarkings. Für Violoncello übertragen von L.R. Feuillard.,222897458,S4 SOLO VAR op. 3
364,"Sevcík, O. 1852-1934.",School of bowing technics :violoncello works (Feuillard) : Op. 2 / Part 1,"Bosworth & Co. Ltd., London, ."," Opus 2, Part 1. 23 pages of music. Fair condition. Some creasing at the corners. No bowmarkings. [ed. By L.R. Feuillard and A.E. Bosworth ; ed. And transl. by H. Brett].",785974473,TECH S4 Viol op. 2 pt. 1
291,"Sevcík, O. 1852-1934.",Violoncello works(Feuillard),"Bosworth & Co., London, ."," Opus 2, Part 5 only. 20 pages of music. Used condition. Some tearing of pages at the crease binding. No. 37.",20800862,TECH S4 Viol op. 2 pt. 5
290,"Sevcík, O. 1852-1934.",Violoncello works(Feuillard),"Bosworth & Co., London, ."," Opus 2, Part 3 only. 16 pages of music. Good condition. No. 29-30.",20800862,TECH S4 Viol op. 2 pt. 3
289,"Sevcík, O. 1852-1934.",Violoncello works(Feuillard),"Bosworth & Co., London, ."," Opus 2, Part 2 only. 22 pages of music. Good condition. No. 13 -28. ""Concerto"" by O. Rieding is included on the back cover.",20800862,TECH S4 Viol op. 2 pt. 2
725,"Sheng, Bright, 1955-.",Four movements for piano trio ,"G. Schirmer, Inc., , 1993.", Score and one part; violin part is missing (photocopies are stored with this item). Otherwise good condition. Some tearing at the crease on the cover of the score. Distributed by H. Leonard.,28230040,S5 3tet Four
425,"Sheng, Bright, 1955-.",Seven tunes heard in China :for solo cello ,"G. Schirmer, Inc., New York, .", 13 pages of music. Excellent condition. No bowmarkings. Program note by the composer and texts of the songs in English precede score. Distributed by Hal Leonard. Photocopied handwritten draft of piece from composer (with personal letter) is filed with this item.,47746947,S5 SOLO Seve
883,"Sheng, Bright, 1955-.","Three Chinese love songs : (1988) for voice, viola, and piano ","G. Schirmer, Inc., New York, ."," Two scores; third score and paper sleeve is missing. These may be photocopies. Fair condition. Paper is used and tattered on one of the copies. ""Chinese words, romanized and vernacular; printed as text in English and romanized Chinese on p. [1]."" Reproduced from holograph.",33109022,S5 3tet Thre
1048,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.",Adagio ; Allegretto : für Streichquartett ,"Hans Sikorski, Hamburg, .", Photocopies of score and parts stored in a file folder. No originals. Filed with Item #1047 (Shostakovish Polka).,13760243,S56 4tet ADA
484,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Concerto for cello and orchestra, op. 107. Reduction for cello and piano","Leeds Music Corporation, New York, .", Score and part in paper sleeve. Used condition. Cover is tattered and paper is yellowing. Part is torn at the fold binding and has heavy bowmarkings. Edited by M. Rostropovich.,3141707,S56 2tet CON op. 107
115,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.",Concerto for violoncello and orchestra ,"MCA Music, New York, 1966."," 1 study score, 71 pages.  Good condition. ""To M. L. Rostropovich.""",1022489,S56 ENS CON op. 107
506,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Concerto no. 2, opus 126 for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. Cello part has printing error where title page/first page of music are included twice. Shostakovich ; edited by Mstislav Rostropovich.,25816885,S56 2tet CON op. 126
1047,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Polka : from ""The golden age""","Clayton F. Summy, Chicago, ."," Photocopies of score and parts stored in a file folder. No originals. Filed with Item #1048 (Shostakovish Adagio/Allegretto). Schostakovich ; transcribed for string quartet, with bass ad lib., or for string orchestra by Sheppard Lehnhoff.",13410397,S56 4tet POLK
821,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Prelude and scherzo : for four violins, two violas and two cellos, op. 11","Belwin Mills, Melville, N.Y., .", Score and 7 parts; Cello I part is missing. Overwise good condition. Kalmus chamber music series ;  3975. Dimitri Shostakowitch.,13882005,S56 8tet PRE op. 11
1042,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Prelude and scherzo : for four violins, two violas and two cellos, op. 11 ","Belwin Mills, Melville, N.Y., ."," Photocopies of score and parts (some oversized, some letter-sized) stored in a file folder. No originals. Kalmus chamber music series ; 3975.",13882005,S56 8tet PRE op. 11
754,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Quintet, opus 57 : for piano, two violins, viola and cello ","International Music Company, New York City, .", Score and four parts in paper sleeve. Good condition. An extra Violin II part is filed with this item from the same publisher (though appears to be a different printing).,13398418,S56 5tet op. 57
926,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.",Sem' stihotvorenij A. Bloka : Vokal'no-instrumental'naâ sûita,", , .", Photocopied pages in large mailer envelope. No publisher information is visible. A cassette study tape with phonetics is included (appears to be home recording).,,
131,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Sonata for cello and piano, op. 40 ","DSCH Publishers, Moscow, 2007."," Piano score and part.  Good condition. Double t.p.: left side in English, right side in Russian Cyrillic ; introduction by Manashir Iakubov and commentary (p. [48]-51) in Russian Cyrillic only. Cello part edited by Victor Kubatsky ; fingering and bowing by Mstislav Rostropovich ; text and commentary prepared by Juozas Celkauskas ; edited by Manashir Iakubov.",180679284,S56 2tet SON op. 40
1091,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Sonata for violin and piano, op. 134 ","Masters Music Publications, Bota Raton, Florida, ."," Photocopies of score and part are stored in a file folder. No originals. ""Reprint. Originally published: Moscow : Muzyka, 1970."" ""Violin part edited by David Oistrakh.""",23158146,S56 2tet SON op. 134
1118,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Sonata in D minor, opus 40, for cello and piano ","International Music Company, New York City, .", Cello part only; score is missing. Cello part in fair condition. Staining on the first page and some tearing at the crease. Shostakovich ; edited by Leonard Rose.,3494260,S56 2tet SON op. 40 I5
170,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Sonata, op. 40 for violoncello and piano ","Leeds Music Corporation, Radio City, New York, ."," Score and part. Back of paper sleeve is missing, front is tattered. Otherwise fair condition. Yellowing of paper. Edition: Am-Rus ed. Edited with special annotations by Gregor Piatigorsky.",9484005,S56 2tet SON op. 40 L4
188,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.",Sonate für Violoncello und Klavier :op. 40 [1934] ,"Edition Peters, Leipzig, ."," Score and part, separately bound by former library in cardboard sleeve. Good condition. Photocopies of part are filed in with item, in file folder. Old catalog numbers on cover: M 62.80.1 & M 62.80.2.",3062833,S56 2tet SON op. 40 P48
60,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Streichquartett Nr. 8 :[für 2 Violinen, Viola und Violoncello] = String quartet no. 8, op. 110 : [for 2 violins, viola and violoncello] ","Musikverlag Hans Sikorski, Hamburg, 1961.", Four parts. Excellent condition.,10767498,S56 4tet op. 110
661,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Streichquartette = String quartets 5-8, op. 92/101/108/110 ","H. Sikorski, Hamburg, .", 143 pages of music. Mini score. Excellent condition.,17707445,S56 4tet op. 92
1046,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.",Suite op. 6 ; Fröhlicher Marsch : für 2 Klaviere ,"H. Sikorski, Hamburg, ."," Photocopy of 64 page piano score, stored in a file folder. No original. Suite, op. 6 ; Merry march : for 2 pianos / Dmitri Shostakovich.",12914220,S56 2tet SUI op. 6
695,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Trio in E minor, op. 67, for violin, cello and piano ","International Music Company, New York City, .", Piano score and two parts in paper sleeve. Excellent condition. Accompanying the item are two additional cello parts.  One is from the same publisher.  One is from Edition Peters (E.P. 12035) and is in poor condition. Dmitri Shostakovich ; [edited by] Robert Taub.,21847932,S56 3tet op. 67 I5
1117,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Trio Nr. 2 e-Moll für Violine, Violoncello und Klavier, Opus 67 / Trio no. 2 in E minor for violin, violoncello and piano ","H. Sikorski, Hamburg, .", Violin part only; cello part and score are missing. Violin part is in very good condition.,63020199,S56 3tet op. 67
568,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.",Two pieces :for cello and piano ,"Belwin Mills Publishing Corp., Melville, N.Y., .", Score and part. Excellent condition. No bowmarkings. Dimitry Shostakovich.,5698647,S56 2tet Two
1043,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Two pieces for string octet (4 violins, 2 violas, and 2 violoncellos), op. 11 ","Leeds Music Corp, New York, .", Photocopies of study score stored in a file folder. No original. Dmitri Shostakovich [Edited with special annotations by Harold Sheldon].,2826854,S56 8tet op. 11
675,"Shostakovich, Dmitrii Dmitrievich, 1906-1975.","Vokalʹno-instrumentalʹnai︠a︡ si︠u︡ita : dli︠a︡ soprano, skripki, violoncheli i fortepiano : na slova Aleksandra Bloka, op. 127 / Romanzen-Suite : für Sopran, Violine, Violoncello und Klavier ","VEB Deutscher Verlag für Musik, Leipzig, .", Score and two parts. Used condition. Coffee stains on the violin part. Bowmarkings/notations in all parts. Parallel Russian and German words by Alexander Blok. Postscript in German.,2027824,S56 4tet SUI op. 127
316,"Sibelius, Jean, 1865-1957.","Malinconia :for cello and piano, op. 20 ","Belwin Mills Publishing Corp., Melville, N.Y., .", Score and part. Very good condition. No bowmarkings.,5267580,S565 2tet op. 20
765,"Sibelius, Jean, 1865-1957.","Quintet in G minor for piano and string quartet, 1889-90 ","Edition Wilhelm Hansen, Copenhagen, ."," Score and four parts (parts are in separate sleeve). Good condition. Cover on score is torn, but pages for score and parts are excellent.",30311665,S565 5tet G-Min
1038,"Sibelius, Jean, 1865-1957.","Quintet in G minor for piano and string quartet, 1889-90 ","Wilhelm Hansen, Copenhagen, ."," Photocopies of score and parts, stored in a file folder.  No originals. Pref. in English. Publisher's no.: WH 30135 (score), WH 30135 A (parts).",29925370,S565 5tet G-Min
770,"Sinding, Christian, 1856-1941.","Quintett (E moll) für Pianoforte, 2 Violinen, Viola und Violoncell, op. 5 ","Wilhelm Hansen, Kjobenhavn, ."," Parts for four strings.  Score is missing.  Photocopied, spiral bound with green covers, oversized.  Good condition. Violin I = 3 copies / Violin 2 -= 3 copies / Viola = 3 copies / Cello = 3 copies",5664295,S5655 5tet op. 5
65,"Smetana, Bedrich, 1824-1884.","Aus meinem Leben :Quartett für 2 Violinen, Viola, Violoncell ","C.F. Peters Corporation, New York, .", Four parts in paper sleeve. Heavy bowmarkings on cello part.,3370301,S6 4tet Aus
728,"Smetana, Bedřich, 1824-1884.","Trio für Klavier, Violine und Violoncello, opus 15 ","C. F. Peters, Frankfurt, ."," Score and two parts. Good condition. Moderate bowmarkings in cello part. Friedrich Smetana ; herausgegeben von Fritz Weitzmann, Hans Mlynarczyk, Fritz Schertel. Preface in German, English and French.",4065916,S6 3tet op. 15 P48
729,"Smetana, Bedřich, 1824-1884.","Trio in G minor. Opus 15. For violin, cello and piano","International Music Company, New York City, .", Score and two parts in paper sleeve. Fair condition. Some bowmarkings/notations.  Stains in score.,1067893,S6 3tet op. 15 I5
68,"Sokolov, V.","Kvartet dlia dvukh skripok, al’ta i violoncheli / Quartet for two violins, viola, and violoncello","Sovetskii Kompozitor, Leningradskoe otd-vie., Leningrad, 1984.", Four parts and score.,13653987,S65 4tet
1052,"Spohr, Louis, 1784-1859.","2e double Quatuor pour quatre violons, deux altos et deux, violoncelles, composé par Louis Spohr. Oeuv. 77","Richault, Paris, ."," Photocopies of parts, spiral bound in blue covers, are stored in a file folder. No originals.",844421732,S66 8tet 4tet op. 77
792,"Spohr, Louis, 1784-1859.",Double string quartet No. 1 : Op. 65 ,"Edwin F. Kalmus, Miami, Florida, ."," Conductor's Score plus 8 parts. Very good condition. Part of the ""Kalmus Orchestra Library.""",5082591,S66 8tet 4tet op. 65
1055,"Spohr, Louis, 1784-1859.","Double string quartet no. 1 in D minor, op. 65 ","Edwin F. Kalmus & Co., Miami, Florida, ."," Photocopies of score and parts are stored in a file folder (some letter sized, some oversized). No originals.",22294577,S66 8tet 4tet op. 65
1039,"Spohr, Louis, 1784-1859.","Fünftes Quintett für zwei Violinen, zwei Altviolen und Violoncell, op. 106 ","W. Paul, Dresden, ."," Photocopies of parts, spiral bound with red covers and stored in a file folder.  No originals.",13462125,S66 5tet op. 106
1040,"Spohr, Louis, 1784-1859.","Troisième quintetto pour deux violons, deux altos et violoncelle, oeuv[re] 69 ","C.F. Peters, Leipzig, ."," Photocopies of parts, stored in a file folder. No originals.",13441477,S66 5tet op. 69
1187,"Squire, W. H. (William Henry), 1871-1963.","Bourrée, op. 24 ","Carl Fischer, New York, .", Score and part. Very good condition.,79804301,S7 2tet BOU op. 24
1171,"Squire, W. H. (William Henry), 1871-1963.","Danse rustique : op. 20, no. 5 ","Carl Fischer, Inc., New York, .", Score and part. Very good condition.,2381161,S7 2tet DAN op. 20
1175,"Squire, W. H. (William Henry), 1871-1963.","Fairy tales (L'Innocence), Petits morceaux, op. 16, no. 5 ","Carl Fischer, Inc., New York, .", Score and part. Fair aged condition. Paper is yellowing and there is some tearing at the crease of the part. W.H. Squire ; [edited by Alvin Buechner].,22514295,S7 2tet op. 16
1172,"Squire, W. H. (William Henry), 1871-1963.",Tarantella : op. 23 ,"Carl Fischer, Inc., New York, .", Score and part. Good condition. Some notations in pencil on the cello part.,2381175,S7 2tet TAR op. 23
501,"Starker, Janos.",Cadenzas for violoncello ,"Peer International Corporation, New York, .", 13 pages of music. Very good condition. No bowmarkings. János Starker.,2496309,S73 SOLO Cade
843,"Stern, D. I.",Garmoničeskoe solʹfedžio,"UkituvčI, Taškent, .", 87 page small book.  Good aged condition. Paper is yellowed. Title translation: Harmonic Ear Training,,ANTH S747 2tet Garm
1248,"Still, William Grant, 1895-1978.",The Prince and the Mermaid ,". William Grant Music, Flagstaff, AZ."," [For string quartet (and narrator ?)]. Text from Ian Deuchar, Carol Stone, and Rose-Marie Johnson. Comb-bound score with yellow cover and 4 loose parts. Very good condition. Some bowmarkings.",61452643,S75 5tet Prin
101,"Stock, David, 1939-.",String quartet no. 5 (2000) ,"MMB Music, Inc., Saint Louis, MO, 2000.", Music score only. Parts missing.,53436138,S76 4tet no. 5
619,"Stogorskii, A. 1910-.",P’esy dlia violoncheli i fortep’iano ,"Sov. Kompozitor, Moskva, ."," Score and part. Fair condition. Some yellowing of paper. No bowmarkings. For violoncello and piano./ At head of title, vyp. 1: Pedagogicheskii repertuar muzykal’nykh uchilishch. Red. I sostavlenie A.P. Stogorskogo.",23120024,ANTH S765 2tet Pesy
1044,"Strauss, Richard, 1864-1949.","Capriccio : ein Konversationsstück für Musik in einem Aufzug, op. 85 : Streichsextett ","J. Oertel, Berlin-Grunewald, .", Photocopies of study score and parts stored in a file folder. No original. Title on parts: Streichsextett aus Capriccio.,48448259,S77 6tet CAP op. 85
519,"Strauss, Richard, 1864-1949.",Don Quixote :opus 35 : for cello solo ,"International Music Company, New York City, .", 11 pages of music. Worn condition. Paper is yellowing and bowmarked. Some pages separating from binding. Cover is stained from old tape and has some tearing at the crease. Strauss ; [edited by] Leonard Rose.,23837634,S77 SOLO op. 35
1235,"Strauss, Richard, 1864-1949.","Quartet in C minor, for piano, violin, viola and cello, op. 13 ","Belwin Mills, Melville, N.Y, .", Score and three parts. Excellent condition. Kalmus chamber music series ; 9638.,28002344,S77 4tet op. 13 B45
1236,"Strauss, Richard, 1864-1949.","Quartet in C minor, op. 13, for piano, violin, viola, and cello","International Music Co., New York City, .", Score and three parts in paper sleeve. Very good condition. Heavy bowmarkings in cello part.,1891469,S77 4tet op. 13 I5
212,"Strauss, Richard, 1864-1949.","Sonata in F major, opus 6, for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings.,892563176,S77 2tet SON op. 6
160,"Strauss, Richard, 1864-1949.","Sonata in F major, opus 6, for cello and piano ","International Music Company, New York City, .", Score and one part. Good condition. [edited by] Leonard Rose.,1292989,S77 2tet SON op. 6
887,"Strauss, Richard, 1864-1949.",Till Eulenspiegel einmal anders ,"C.F. Peters, Frankfurt, ."," Violin conductor score and four parts. Good condition. Some bowmarkings. Richard Strauss ; arr. For five instruments, by Franz Hasenöhrl. Arr. For violin, clarinet, horn, bassoon, and double bass; originally for orchestra. ""Grotesque musicale""--Additional title on p. 1.",9336323,S77 5tet Till
1262,"Stravinsky, Igor, 1882-1971.","Histoire du Soldat: Lue, Jouée et Dansée en Deux Parties/ The soldier’s tale: to be read, played, and danced in two parts/ Geschichte vom Soldaten: gelesen gespielt, und getanzt in zwei Teilen. texte de C.F. Ramuz. English version by Michael Flanders & Kitty Black. Freie Nachdichtung von Hans Reinhart. Musique de Igor Stravinsky. Edited by John Carewe. Percussion part transcribed and edited by James Blades","London: Chester Music, 1992."," 1 original score, 2 photocopies of score, 7 parts (violin, contrabass, clarinet in Bb & A, bassoon, trombone, cornet in Bb & A, percussion. Excellent condition. Some bowmarkings.",,S773 7tet Hist
832,"Stravinsky, Igor, 1882-1971.","L'histoire du soldat = The soldier's tale : for violin, clarinet, and piano ","International Music Company, New York City, ."," Score and two parts. Excellent condition. Stravinsky ; arranged by the composer. Originally for clarinet, bassoon, cornet, trombone, percussion, violin, and double bass.",3471947,S773 3tet Hist
554,"Stravinsky, Igor, 1882-1971.",Suite italienne :pour violoncelle et piano ,"Edition Russe de Musique / Boosey & Hawkes, London, .", Score and part. Very good condition. No bowmarkings. Some wear to the cover. Igor Stravinsky ; la partie du violoncelle établie par l'auteur en collaboration avec Gregor Piatigorsky.,17713881,S773 2tet SUI Ital
